,Country,Cause of Death,Date
2817,Mexico,Homicide,09/13/2003
2818,Mexico,Veh.Accident,09/14/2003
2819,Mexico,Veh.Accident,09/20/2003
2820,Mexico,Other Accident,09/20/2003
2821,Mexico,Veh.Accident,09/26/2003
2822,Mexico,Drowning,09/27/2003
2823,Mexico,Drug-Related,09/29/2003
2824,Mexico,Drowning,09/29/2003
2825,Mexico,Veh.Accident,09/30/2003
2826,Mexico,Drug-Related,10/04/2003
2827,Mexico,Homicide,10/05/2003
2828,Mexico,Other Accident,10/19/2003
2829,Mexico,Drowning,10/21/2003
2830,Mexico,Drowning,10/26/2003
2831,Mexico,Drowning,10/26/2003
2832,Mexico,Homicide,10/26/2003
2833,Mexico,Drowning,10/28/2003
2834,Mexico,Homicide,10/29/2003
2835,Mexico,Drowning,11/02/2003
2836,Mexico,Suicide,11/09/2003
2837,Mexico,Veh.Accident,11/13/2003
2838,Mexico,Veh.Accident,11/15/2003
2839,Mexico,Other Accident,11/18/2003
2840,Mexico,Veh.Accident,11/19/2003
2841,Mexico,Homicide,11/21/2003
2842,Mexico,Veh.Accident,11/25/2003
2843,Mexico,Suicide,11/27/2003
2844,Mexico,Natural Disaster,12/05/2003
2845,Mexico,Veh.Accident,12/08/2003
2846,Mexico,Air Accident,12/12/2003
2847,Mexico,Air Accident,12/13/2003
2848,Mexico,Suicide,12/13/2003
2849,Mexico,Veh.Accident,12/14/2003
2850,Mexico,Natural Disaster,12/18/2003
2851,Mexico,Veh.Accident,12/18/2003
2852,Mexico,Veh.Accident,12/20/2003
2853,Mexico,Veh.Accident,12/20/2003
2854,Mexico,Veh.Accident,12/20/2003
2855,Mexico,Veh.Accident,12/22/2003
2856,Mexico,Veh.Accident,12/22/2003
2857,Mexico,Other Accident,12/22/2003
2858,Mexico,Veh.Accident,12/25/2003
2859,Mexico,Veh.Accident,12/25/2003
2860,Mexico,Homicide,12/25/2003
2861,Mexico,Homicide,12/28/2003
2862,Mexico,Veh.Accident,12/31/2003
2863,Mexico,Drowning,01/02/2004
2864,Mexico,Veh.Accident,01/04/2004
2865,Mexico,Drowning,01/04/2004
2866,Mexico,Other Accident,01/06/2004
2867,Mexico,Drowning,01/07/2004
2868,Mexico,Suicide,01/07/2004
2869,Mexico,Veh.Accident,01/08/2004
2870,Mexico,Veh.Accident,01/09/2004
2871,Mexico,Veh.Accident,01/14/2004
2872,Mexico,Suicide,01/14/2004
2873,Mexico,Drowning,01/15/2004
2874,Mexico,Other Accident,01/18/2004
2875,Mexico,Other Accident,01/18/2004
2876,Mexico,Veh.Accident,01/18/2004
2877,Mexico,Drowning,01/18/2004
2878,Mexico,Veh.Accident,01/19/2004
2879,Mexico,Veh.Accident,01/19/2004
2880,Mexico,Maritime Accident,01/19/2004
2881,Mexico,Veh.Accident,01/21/2004
2882,Mexico,Veh.Accident,01/23/2004
2883,Mexico,Homicide,01/24/2004
2884,Mexico,Veh.Accident,01/25/2004
2885,Mexico,Veh.Accident,01/28/2004
2886,Mexico,Homicide,01/30/2004
2887,Mexico,Drowning,01/30/2004
2888,Mexico,Homicide,02/04/2004
2889,Mexico,Homicide,02/04/2004
2890,Mexico,Suicide,02/04/2004
2891,Mexico,Veh.Accident,02/06/2004
2892,Mexico,Veh.Accident,02/07/2004
2893,Mexico,Homicide,02/10/2004
2894,Mexico,Homicide,02/10/2004
2895,Mexico,Homicide,02/10/2004
2896,Mexico,Veh.Accident,02/12/2004
2897,Mexico,Homicide,02/13/2004
2898,Mexico,Other Accident,02/14/2004
2899,Mexico,Veh.Accident,02/19/2004
2900,Mexico,Veh.Accident,02/19/2004
2901,Mexico,Veh.Accident,02/20/2004
2902,Mexico,Homicide,02/22/2004
2903,Mexico,Veh.Accident,02/23/2004
2904,Mexico,Suicide,02/26/2004
2905,Mexico,Veh.Accident,03/04/2004
2906,Mexico,Veh.Accident,03/07/2004
2907,Mexico,Veh.Accident,03/13/2004
2908,Mexico,Drowning,03/16/2004
2909,Mexico,Veh.Accident,03/16/2004
2910,Mexico,Other Accident,03/17/2004
2911,Mexico,Drowning,03/18/2004
2912,Mexico,Homicide,03/18/2004
2913,Mexico,Veh.Accident,03/21/2004
2914,Mexico,Veh.Accident,03/22/2004
2915,Mexico,Veh.Accident,03/26/2004
2916,Mexico,Other Accident,03/27/2004
2917,Mexico,Homicide,03/30/2004
2918,Mexico,Homicide,03/31/2004
2919,Mexico,Veh.Accident,03/31/2004
2920,Mexico,Veh.Accident,04/02/2004
2921,Mexico,Veh.Accident,04/04/2004
2922,Mexico,Air Accident,04/05/2004
2923,Mexico,Air Accident,04/07/2004
2924,Mexico,Other Accident,04/07/2004
2925,Mexico,Drowning,04/07/2004
2926,Mexico,Drowning,04/08/2004
2927,Mexico,Veh.Accident,04/10/2004
2928,Mexico,Drowning,04/12/2004
2929,Mexico,Other Accident,04/14/2004
2930,Mexico,Other Accident,04/17/2004
2931,Mexico,Homicide,04/17/2004
2932,Mexico,Homicide,04/18/2004
2933,Mexico,Other Accident,04/18/2004
2934,Mexico,Other Accident,04/20/2004
2935,Mexico,Homicide,04/21/2004
2936,Mexico,Veh.Accident,04/22/2004
2937,Mexico,Homicide,04/22/2004
2938,Mexico,Veh.Accident,04/23/2004
2939,Mexico,Drowning,04/24/2004
2940,Mexico,Drowning,04/26/2004
2941,Mexico,Veh.Accident,04/28/2004
2942,Mexico,Suicide,04/28/2004
2943,Mexico,Suicide,04/29/2004
2944,Mexico,Homicide,05/05/2004
2945,Mexico,Suicide,05/06/2004
2946,Mexico,Veh.Accident,05/06/2004
2947,Mexico,Homicide,05/13/2004
2948,Mexico,Veh.Accident,05/13/2004
2949,Mexico,Homicide,05/16/2004
2950,Mexico,Other Accident,05/19/2004
2951,Mexico,Drug-Related,05/20/2004
2952,Mexico,Veh.Accident,05/21/2004
2953,Mexico,Drowning,05/24/2004
2954,Mexico,Other Accident,05/26/2004
2955,Mexico,Drowning,05/27/2004
2956,Mexico,Veh.Accident,05/30/2004
2957,Mexico,Homicide,05/30/2004
2958,Mexico,Veh.Accident,05/31/2004
2959,Mexico,Veh.Accident,05/31/2004
2960,Mexico,Veh.Accident,06/10/2004
2961,Mexico,Other Accident,06/12/2004
2962,Mexico,Veh.Accident,06/12/2004
2963,Mexico,Drowning,06/15/2004
2964,Mexico,Other Accident,06/15/2004
2965,Mexico,Veh.Accident,06/16/2004
2966,Mexico,Veh.Accident,06/23/2004
2967,Mexico,Drowning,06/23/2004
2968,Mexico,Veh.Accident,06/23/2004
2969,Mexico,Veh.Accident,07/02/2004
2970,Mexico,Veh.Accident,07/03/2004
2971,Mexico,Suicide,07/03/2004
2972,Mexico,Veh.Accident,07/03/2004
2973,Mexico,Drowning,07/05/2004
2974,Mexico,Suicide,07/10/2004
2975,Mexico,Homicide,07/12/2004
2976,Mexico,Homicide,07/12/2004
2977,Mexico,Veh.Accident,07/13/2004
2978,Mexico,Drowning,07/13/2004
2979,Mexico,Homicide,07/17/2004
2980,Mexico,Veh.Accident,07/25/2004
2981,Mexico,Veh.Accident,07/27/2004
2982,Mexico,Drowning,07/30/2004
2983,Mexico,Suicide,07/31/2004
2984,Mexico,Veh.Accident,08/01/2004
2985,Mexico,Veh.Accident,08/03/2004
2986,Mexico,Homicide,08/03/2004
2987,Mexico,Veh.Accident,08/06/2004
2988,Mexico,Veh.Accident,08/08/2004
2989,Mexico,Homicide,08/08/2004
2990,Mexico,Veh.Accident,08/09/2004
2991,Mexico,Suicide,08/17/2004
2992,Mexico,Homicide,08/18/2004
2993,Mexico,Other Accident,08/18/2004
2994,Mexico,Veh.Accident,08/19/2004
2995,Mexico,Veh.Accident,08/20/2004
2996,Mexico,Veh.Accident,08/21/2004
2997,Mexico,Veh.Accident,08/25/2004
2998,Mexico,Veh.Accident,08/25/2004
2999,Mexico,Veh.Accident,08/29/2004
3000,Mexico,Veh.Accident,08/29/2004
3001,Mexico,Veh.Accident,08/29/2004
3002,Mexico,Veh.Accident,09/05/2004
3003,Mexico,Suicide,09/05/2004
3004,Mexico,Drowning,09/07/2004
3005,Mexico,Veh.Accident,09/11/2004
3006,Mexico,Veh.Accident,09/14/2004
3007,Mexico,Veh.Accident,09/14/2004
3008,Mexico,Suicide,09/14/2004
3009,Mexico,Veh.Accident,09/16/2004
3010,Mexico,Veh.Accident,09/19/2004
3011,Mexico,Other Accident,09/21/2004
3012,Mexico,Homicide,09/23/2004
3013,Mexico,Homicide,09/23/2004
3014,Mexico,Maritime Accident,09/23/2004
3015,Mexico,Suicide,09/25/2004
3016,Mexico,Drowning,10/03/2004
3017,Mexico,Homicide,10/04/2004
3018,Mexico,Homicide,10/09/2004
3019,Mexico,Veh.Accident,10/15/2004
3020,Mexico,Homicide,10/17/2004
3021,Mexico,Homicide,10/21/2004
3022,Mexico,Suicide,10/21/2004
3023,Mexico,Drug-Related,10/23/2004
3024,Mexico,Drug-Related,10/24/2004
3025,Mexico,Drug-Related,10/26/2004
3026,Mexico,Drowning,10/31/2004
3027,Mexico,Homicide,11/03/2004
3028,Mexico,Veh.Accident,11/05/2004
3029,Mexico,Veh.Accident,11/11/2004
3030,Mexico,Veh.Accident,11/12/2004
3031,Mexico,Veh.Accident,11/13/2004
3032,Mexico,Veh.Accident,11/21/2004
3033,Mexico,Drug-Related,11/22/2004
3034,Mexico,Veh.Accident,11/23/2004
3035,Mexico,Drowning,11/24/2004
3036,Mexico,Maritime Accident,11/27/2004
3037,Mexico,Drowning,11/29/2004
3038,Mexico,Homicide,12/01/2004
3039,Mexico,Other Accident,12/03/2004
3040,Mexico,Drowning,12/05/2004
3041,Mexico,Drowning,12/07/2004
3042,Mexico,Drowning,12/09/2004
3043,Mexico,Veh.Accident,12/09/2004
3044,Mexico,Veh.Accident,12/10/2004
3045,Mexico,Other Accident,12/12/2004
3046,Mexico,Veh.Accident,12/14/2004
3047,Mexico,Veh.Accident,12/16/2004
3048,Mexico,Other Accident,12/16/2004
3049,Mexico,Veh.Accident,12/18/2004
3050,Mexico,Veh.Accident,12/18/2004
3051,Mexico,Veh.Accident,12/19/2004
3052,Mexico,Veh.Accident,12/19/2004
3053,Mexico,Veh.Accident,12/19/2004
3054,Mexico,Veh.Accident,12/19/2004
3055,Mexico,Veh.Accident,12/19/2004
3056,Mexico,Homicide,12/20/2004
3057,Mexico,Homicide,12/20/2004
3058,Mexico,Veh.Accident,12/23/2004
3059,Mexico,Homicide,12/26/2004
3060,Mexico,Veh.Accident,12/29/2004
3061,Mexico,Other Accident,12/29/2004
3062,Mexico,Veh.Accident,12/29/2004
3063,Mexico,Veh.Accident,01/01/2005
3064,Mexico,Veh.Accident,01/01/2005
3065,Mexico,Homicide,01/02/2005
3066,Mexico,Homicide,01/02/2005
3067,Mexico,Suicide,01/03/2005
3068,Mexico,Veh.Accident,01/06/2005
3069,Mexico,Veh.Accident,01/07/2005
3070,Mexico,Other Accident,01/13/2005
3071,Mexico,Veh.Accident,01/15/2005
3072,Mexico,Maritime Accident,01/16/2005
3073,Mexico,Veh.Accident,01/17/2005
3074,Mexico,Air Accident,01/17/2005
3075,Mexico,Air Accident,01/21/2005
3076,Mexico,Veh.Accident,01/21/2005
3077,Mexico,Veh.Accident,01/21/2005
3078,Mexico,Veh.Accident,01/26/2005
3079,Mexico,Veh.Accident,01/26/2005
3080,Mexico,Drowning,01/28/2005
3081,Mexico,Veh.Accident,01/29/2005
3082,Mexico,Veh.Accident,01/29/2005
3083,Mexico,Other Accident,01/29/2005
3084,Mexico,Homicide,01/30/2005
3085,Mexico,Drowning,01/30/2005
3086,Mexico,Drug-Related,01/31/2005
3087,Mexico,Veh.Accident,02/01/2005
3088,Mexico,Veh.Accident,02/02/2005
3089,Mexico,Veh.Accident,02/03/2005
3090,Mexico,Veh.Accident,02/03/2005
3091,Mexico,Homicide,02/03/2005
3092,Mexico,Veh.Accident,02/05/2005
3093,Mexico,Homicide,02/05/2005
3094,Mexico,Homicide,02/09/2005
3095,Mexico,Suicide,02/09/2005
3096,Mexico,Homicide,02/13/2005
3097,Mexico,Veh.Accident,02/13/2005
3098,Mexico,Veh.Accident,02/16/2005
3099,Mexico,Veh.Accident,02/16/2005
3100,Mexico,Homicide,02/17/2005
3101,Mexico,Veh.Accident,02/17/2005
3102,Mexico,Homicide,02/19/2005
3103,Mexico,Drowning,02/21/2005
3104,Mexico,Drowning,02/23/2005
3105,Mexico,Other Accident,02/24/2005
3106,Mexico,Veh.Accident,02/24/2005
3107,Mexico,Homicide,02/28/2005
3108,Mexico,Veh.Accident,03/05/2005
3109,Mexico,Other Accident,03/05/2005
3110,Mexico,Drowning,03/06/2005
3111,Mexico,Homicide,03/07/2005
3112,Mexico,Veh.Accident,03/08/2005
3113,Mexico,Drug-Related,03/12/2005
3114,Mexico,Veh.Accident,03/13/2005
3115,Mexico,Homicide,03/14/2005
3116,Mexico,Drowning,03/14/2005
3117,Mexico,Veh.Accident,03/14/2005
3118,Mexico,Veh.Accident,03/18/2005
3119,Mexico,Veh.Accident,03/18/2005
3120,Mexico,Veh.Accident,03/18/2005
3121,Mexico,Veh.Accident,03/19/2005
3122,Mexico,Veh.Accident,03/19/2005
3123,Mexico,Homicide,03/19/2005
3124,Mexico,Veh.Accident,03/19/2005
3125,Mexico,Air Accident,03/20/2005
3126,Mexico,Drug-Related,03/21/2005
3127,Mexico,Drowning,03/22/2005
3128,Mexico,Drowning,03/23/2005
3129,Mexico,Veh.Accident,03/23/2005
3130,Mexico,Veh.Accident,03/26/2005
3131,Mexico,Veh.Accident,03/26/2005
3132,Mexico,Drug-Related,03/26/2005
3133,Mexico,Suicide,03/26/2005
3134,Mexico,Drowning,03/28/2005
3135,Mexico,Veh.Accident,03/29/2005
3136,Mexico,Veh.Accident,03/29/2005
3137,Mexico,Veh.Accident,03/31/2005
3138,Mexico,Veh.Accident,04/01/2005
3139,Mexico,Drowning,04/03/2005
3140,Mexico,Drowning,04/06/2005
3141,Mexico,Veh.Accident,04/09/2005
3142,Mexico,Veh.Accident,04/10/2005
3143,Mexico,Homicide,04/14/2005
3144,Mexico,Homicide,04/14/2005
3145,Mexico,Homicide,04/14/2005
3146,Mexico,Other Accident,04/17/2005
3147,Mexico,Drowning,04/18/2005
3148,Mexico,Veh.Accident,04/18/2005
3149,Mexico,Suicide,04/18/2005
3150,Mexico,Veh.Accident,04/19/2005
3151,Mexico,Veh.Accident,04/20/2005
3152,Mexico,Homicide,04/21/2005
3153,Mexico,Homicide,04/25/2005
3154,Mexico,Drowning,04/28/2005
3155,Mexico,Veh.Accident,04/29/2005
3156,Mexico,Homicide,05/02/2005
3157,Mexico,Other Accident,05/07/2005
3158,Mexico,Other Accident,05/09/2005
3159,Mexico,Homicide,05/10/2005
3160,Mexico,Veh.Accident,05/11/2005
3161,Mexico,Veh.Accident,05/13/2005
3162,Mexico,Suicide,05/14/2005
3163,Mexico,Homicide,05/15/2005
3164,Mexico,Drowning,05/16/2005
3165,Mexico,Homicide,05/17/2005
3166,Mexico,Veh.Accident,05/21/2005
3167,Mexico,Veh.Accident,05/23/2005
3168,Mexico,Veh.Accident,05/28/2005
3169,Mexico,Homicide,05/31/2005
3170,Mexico,Drowning,06/02/2005
3171,Mexico,Homicide,06/05/2005
3172,Mexico,Drowning,06/06/2005
3173,Mexico,Homicide,06/11/2005
3174,Mexico,Veh.Accident,06/13/2005
3175,Mexico,Homicide,06/16/2005
3176,Mexico,Veh.Accident,06/16/2005
3177,Mexico,Veh.Accident,06/17/2005
3178,Mexico,Veh.Accident,06/26/2005
3179,Mexico,Veh.Accident,06/26/2005
3180,Mexico,Suicide,06/27/2005
3181,Mexico,Homicide,06/27/2005
3182,Mexico,Veh.Accident,06/30/2005
3183,Mexico,Veh.Accident,07/02/2005
3184,Mexico,Veh.Accident,07/05/2005
3185,Mexico,Veh.Accident,07/15/2005
3186,Mexico,Homicide,07/17/2005
3187,Mexico,Homicide,07/18/2005
3188,Mexico,Veh.Accident,07/18/2005
3189,Mexico,Veh.Accident,07/18/2005
3190,Mexico,Veh.Accident,07/19/2005
3191,Mexico,Drowning,07/23/2005
3192,Mexico,Homicide,07/24/2005
3193,Mexico,Veh.Accident,07/24/2005
3194,Mexico,Homicide,07/25/2005
3195,Mexico,Homicide,07/26/2005
3196,Mexico,Other Accident,07/26/2005
3197,Mexico,Veh.Accident,07/26/2005
3198,Mexico,Veh.Accident,07/31/2005
3199,Mexico,Veh.Accident,08/04/2005
3200,Mexico,Homicide,08/04/2005
3201,Mexico,Homicide,08/06/2005
3202,Mexico,Other Accident,08/07/2005
3203,Mexico,Homicide,08/09/2005
3204,Mexico,Veh.Accident,08/10/2005
3205,Mexico,Homicide,08/10/2005
3206,Mexico,Veh.Accident,08/14/2005
3207,Mexico,Veh.Accident,08/15/2005
3208,Mexico,Veh.Accident,08/15/2005
3209,Mexico,Suicide,08/15/2005
3210,Mexico,Suicide,08/19/2005
3211,Mexico,Veh.Accident,08/19/2005
3212,Mexico,Drug-Related,08/24/2005
3213,Mexico,Drowning,08/25/2005
3214,Mexico,Suicide,08/27/2005
3215,Mexico,Homicide,08/28/2005
3216,Mexico,Veh.Accident,08/29/2005
3217,Mexico,Drowning,08/29/2005
3218,Mexico,Veh.Accident,09/02/2005
3219,Mexico,Drug-Related,09/04/2005
3220,Mexico,Suicide,09/10/2005
3221,Mexico,Drowning,09/11/2005
3222,Mexico,Homicide,09/11/2005
3223,Mexico,Suicide,09/12/2005
3224,Mexico,Veh.Accident,09/19/2005
3225,Mexico,Other Accident,09/23/2005
3226,Mexico,Other Accident,09/26/2005
3227,Mexico,Homicide,09/28/2005
3228,Mexico,Drowning,10/05/2005
3229,Mexico,Drowning,10/05/2005
3230,Mexico,Drowning,10/08/2005
3231,Mexico,Veh.Accident,10/08/2005
3232,Mexico,Veh.Accident,10/09/2005
3233,Mexico,Drug-Related,10/13/2005
3234,Mexico,Veh.Accident,10/15/2005
3235,Mexico,Other Accident,10/15/2005
3236,Mexico,Suicide,10/16/2005
3237,Mexico,Homicide,10/18/2005
3238,Mexico,Veh.Accident,10/18/2005
3239,Mexico,Veh.Accident,10/20/2005
3240,Mexico,Homicide,10/22/2005
3241,Mexico,Other Accident,10/23/2005
3242,Mexico,Homicide,10/24/2005
3243,Mexico,Suicide,10/25/2005
3244,Mexico,Homicide,10/26/2005
3245,Mexico,Veh.Accident,10/31/2005
3246,Mexico,Drowning,11/01/2005
3247,Mexico,Suicide,11/01/2005
3248,Mexico,Other Accident,11/03/2005
3249,Mexico,Veh.Accident,11/05/2005
3250,Mexico,Homicide,11/08/2005
3251,Mexico,Veh.Accident,11/11/2005
3252,Mexico,Other Accident,11/13/2005
3253,Mexico,Veh.Accident,11/15/2005
3254,Mexico,Other Accident,11/16/2005
3255,Mexico,Veh.Accident,11/16/2005
3256,Mexico,Suicide,11/18/2005
3257,Mexico,Other Accident,11/18/2005
3258,Mexico,Veh.Accident,11/19/2005
3259,Mexico,Veh.Accident,11/21/2005
3260,Mexico,Drowning,11/22/2005
3261,Mexico,Veh.Accident,11/24/2005
3262,Mexico,Veh.Accident,11/26/2005
3263,Mexico,Veh.Accident,11/29/2005
3264,Mexico,Veh.Accident,11/29/2005
3265,Mexico,Veh.Accident,11/30/2005
3266,Mexico,Homicide,12/02/2005
3267,Mexico,Homicide,12/03/2005
3268,Mexico,Veh.Accident,12/04/2005
3269,Mexico,Homicide,12/04/2005
3270,Mexico,Homicide,12/04/2005
3271,Mexico,Homicide,12/04/2005
3272,Mexico,Veh.Accident,12/08/2005
3273,Mexico,Suicide,12/09/2005
3274,Mexico,Veh.Accident,12/12/2005
3275,Mexico,Other Accident,12/13/2005
3276,Mexico,Veh.Accident,12/13/2005
3277,Mexico,Maritime Accident,12/15/2005
3278,Mexico,Veh.Accident,12/16/2005
3279,Mexico,Veh.Accident,12/16/2005
3280,Mexico,Veh.Accident,12/17/2005
3281,Mexico,Veh.Accident,12/19/2005
3282,Mexico,Drug-Related,12/20/2005
3283,Mexico,Veh.Accident,12/20/2005
3284,Mexico,Veh.Accident,12/22/2005
3285,Mexico,Veh.Accident,12/23/2005
3286,Mexico,Drowning,12/25/2005
3287,Mexico,Homicide,12/26/2005
3288,Mexico,Veh.Accident,12/27/2005
3289,Mexico,Veh.Accident,12/27/2005
3290,Mexico,Veh.Accident,12/28/2005
3291,Mexico,Veh.Accident,12/28/2005
3292,Mexico,Veh.Accident,12/31/2005
3293,Mexico,Veh.Accident,12/31/2005
3294,Mexico,Veh.Accident,12/31/2005
3295,Mexico,Veh.Accident,01/01/2006
3296,Mexico,Homicide,01/02/2006
3297,Mexico,Veh.Accident,01/04/2006
3298,Mexico,Drowning,01/04/2006
3299,Mexico,Other Accident,01/04/2006
3300,Mexico,Veh.Accident,01/05/2006
3301,Mexico,Veh.Accident,01/06/2006
3302,Mexico,Veh.Accident,01/09/2006
3303,Mexico,Veh.Accident,01/10/2006
3304,Mexico,Suicide,01/11/2006
3305,Mexico,Drowning,01/11/2006
3306,Mexico,Veh.Accident,01/12/2006
3307,Mexico,Other Accident,01/14/2006
3308,Mexico,Veh.Accident,01/18/2006
3309,Mexico,Suicide,01/19/2006
3310,Mexico,Suicide,01/20/2006
3311,Mexico,Veh.Accident,01/21/2006
3312,Mexico,Veh.Accident,01/21/2006
3313,Mexico,Drowning,01/24/2006
3314,Mexico,Suicide,01/24/2006
3315,Mexico,Veh.Accident,01/25/2006
3316,Mexico,Veh.Accident,01/25/2006
3317,Mexico,Homicide,01/28/2006
3318,Mexico,Veh.Accident,01/29/2006
3319,Mexico,Homicide,01/30/2006
3320,Mexico,Homicide,02/02/2006
3321,Mexico,Veh.Accident,02/08/2006
3322,Mexico,Veh.Accident,02/09/2006
3323,Mexico,Veh.Accident,02/12/2006
3324,Mexico,Veh.Accident,02/20/2006
3325,Mexico,Veh.Accident,02/20/2006
3326,Mexico,Homicide,02/21/2006
3327,Mexico,Drug-Related,02/21/2006
3328,Mexico,Veh.Accident,02/23/2006
3329,Mexico,Suicide,02/23/2006
3330,Mexico,Suicide,02/24/2006
3331,Mexico,Drowning,02/28/2006
3332,Mexico,Drug-Related,03/01/2006
3333,Mexico,Suicide,03/01/2006
3334,Mexico,Suicide,03/02/2006
3335,Mexico,Drowning,03/04/2006
3336,Mexico,Homicide,03/07/2006
3337,Mexico,Veh.Accident,03/09/2006
3338,Mexico,Veh.Accident,03/10/2006
3339,Mexico,Veh.Accident,03/11/2006
3340,Mexico,Veh.Accident,03/13/2006
3341,Mexico,Veh.Accident,03/18/2006
3342,Mexico,Homicide,03/19/2006
3343,Mexico,Drug-Related,03/19/2006
3344,Mexico,Veh.Accident,03/19/2006
3345,Mexico,Homicide,03/22/2006
3346,Mexico,Homicide,03/24/2006
3347,Mexico,Homicide,03/27/2006
3348,Mexico,Suicide,04/01/2006
3349,Mexico,Veh.Accident,04/03/2006
3350,Mexico,Veh.Accident,04/08/2006
3351,Mexico,Veh.Accident,04/08/2006
3352,Mexico,Veh.Accident,04/09/2006
3353,Mexico,Veh.Accident,04/09/2006
3354,Mexico,Homicide,04/09/2006
3355,Mexico,Homicide,04/10/2006
3356,Mexico,Suicide,04/10/2006
3357,Mexico,Drowning,04/11/2006
3358,Mexico,Drowning,04/12/2006
3359,Mexico,Veh.Accident,04/14/2006
3360,Mexico,Drowning,04/15/2006
3361,Mexico,Veh.Accident,04/17/2006
3362,Mexico,Veh.Accident,04/19/2006
3363,Mexico,Homicide,04/19/2006
3364,Mexico,Homicide,04/19/2006
3365,Mexico,Veh.Accident,04/28/2006
3366,Mexico,Veh.Accident,04/29/2006
3367,Mexico,Suicide,04/30/2006
3368,Mexico,Veh.Accident,05/07/2006
3369,Mexico,Veh.Accident,05/08/2006
3370,Mexico,Veh.Accident,05/09/2006
3371,Mexico,Veh.Accident,05/12/2006
3372,Mexico,Veh.Accident,05/14/2006
3373,Mexico,Veh.Accident,05/14/2006
3374,Mexico,Homicide,05/17/2006
3375,Mexico,Homicide,05/18/2006
3376,Mexico,Veh.Accident,05/20/2006
3377,Mexico,Drowning,05/22/2006
3378,Mexico,Suicide,05/25/2006
3379,Mexico,Homicide,05/27/2006
3380,Mexico,Suicide,05/29/2006
3381,Mexico,Drowning,06/01/2006
3382,Mexico,Veh.Accident,06/02/2006
3383,Mexico,Homicide,06/03/2006
3384,Mexico,Homicide,06/04/2006
3385,Mexico,Veh.Accident,06/08/2006
3386,Mexico,Veh.Accident,06/12/2006
3387,Mexico,Other Accident,06/24/2006
3388,Mexico,Other Accident,07/03/2006
3389,Mexico,Homicide,07/03/2006
3390,Mexico,Homicide,07/04/2006
3391,Mexico,Drowning,07/04/2006
3392,Mexico,Other Accident,07/06/2006
3393,Mexico,Homicide,07/07/2006
3394,Mexico,Veh.Accident,07/08/2006
3395,Mexico,Veh.Accident,07/09/2006
3396,Mexico,Veh.Accident,07/09/2006
3397,Mexico,Suicide,07/09/2006
3398,Mexico,Homicide,07/09/2006
3399,Mexico,Veh.Accident,07/10/2006
3400,Mexico,Veh.Accident,07/11/2006
3401,Mexico,Drug-Related,07/12/2006
3402,Mexico,Homicide,07/12/2006
3403,Mexico,Drowning,07/12/2006
3404,Mexico,Veh.Accident,07/15/2006
3405,Mexico,Veh.Accident,07/15/2006
3406,Mexico,Veh.Accident,07/15/2006
3407,Mexico,Veh.Accident,07/15/2006
3408,Mexico,Veh.Accident,07/15/2006
3409,Mexico,Drowning,07/17/2006
3410,Mexico,Veh.Accident,07/19/2006
3411,Mexico,Other Accident,07/20/2006
3412,Mexico,Veh.Accident,07/21/2006
3413,Mexico,Other Accident,07/21/2006
3414,Mexico,Homicide,07/22/2006
3415,Mexico,Veh.Accident,07/26/2006
3416,Mexico,Veh.Accident,07/30/2006
3417,Mexico,Veh.Accident,07/30/2006
3418,Mexico,Veh.Accident,07/30/2006
3419,Mexico,Veh.Accident,07/30/2006
3420,Mexico,Veh.Accident,07/30/2006
3421,Mexico,Veh.Accident,07/30/2006
3422,Mexico,Veh.Accident,08/05/2006
3423,Mexico,Veh.Accident,08/05/2006
3424,Mexico,Homicide,08/05/2006
3425,Mexico,Suicide,08/08/2006
3426,Mexico,Drowning,08/08/2006
3427,Mexico,Veh.Accident,08/09/2006
3428,Mexico,Drowning,08/10/2006
3429,Mexico,Drowning,08/10/2006
3430,Mexico,Veh.Accident,08/12/2006
3431,Mexico,Veh.Accident,08/13/2006
3432,Mexico,Veh.Accident,08/22/2006
3433,Mexico,Homicide,08/22/2006
3434,Mexico,Homicide,08/22/2006
3435,Mexico,Homicide,08/25/2006
3436,Mexico,Homicide,08/25/2006
3437,Mexico,Homicide,08/27/2006
3438,Mexico,Homicide,08/27/2006
3439,Mexico,Drowning,09/02/2006
3440,Mexico,Homicide,09/03/2006
3441,Mexico,Homicide,09/03/2006
3442,Mexico,Suicide,09/04/2006
3443,Mexico,Drowning,09/05/2006
3444,Mexico,Air Accident,09/06/2006
3445,Mexico,Air Accident,09/08/2006
3446,Mexico,Air Accident,09/08/2006
3447,Mexico,Air Accident,09/08/2006
3448,Mexico,Air Accident,09/08/2006
3449,Mexico,Homicide,09/08/2006
3450,Mexico,Homicide,09/08/2006
3451,Mexico,Veh.Accident,09/10/2006
3452,Mexico,Homicide,09/13/2006
3453,Mexico,Homicide,09/14/2006
3454,Mexico,Veh.Accident,09/20/2006
3455,Mexico,Suicide,09/25/2006
3456,Mexico,Veh.Accident,09/28/2006
3457,Mexico,Veh.Accident,10/01/2006
3458,Mexico,Homicide,10/04/2006
3459,Mexico,Drowning,10/04/2006
3460,Mexico,Homicide,10/11/2006
3461,Mexico,Veh.Accident,10/13/2006
3462,Mexico,Veh.Accident,10/14/2006
3463,Mexico,Veh.Accident,10/17/2006
3464,Mexico,Veh.Accident,10/22/2006
3465,Mexico,Drowning,10/23/2006
