,Country,Cause of Death,Date
0,Afghanistan,Terrorist Action,10/25/2003
1,Afghanistan,Terrorist Action,10/25/2003
2,Afghanistan,Terrorist Action,08/29/2004
3,Afghanistan,Terrorist Action,08/29/2004
4,Afghanistan,Terrorist Action,08/29/2004
5,Afghanistan,Terrorist Action,10/23/2004
6,Afghanistan,Air Accident,11/27/2004
7,Afghanistan,Air Accident,11/27/2004
8,Afghanistan,Air Accident,11/27/2004
9,Afghanistan,Air Accident,11/27/2004
10,Afghanistan,Air Accident,02/03/2005
11,Afghanistan,Air Accident,02/03/2005
12,Afghanistan,Air Accident,02/03/2005
13,Afghanistan,Air Accident,02/03/2005
14,Afghanistan,Air Accident,02/03/2005
15,Afghanistan,Air Accident,02/03/2005
16,Afghanistan,Air Accident,04/06/2005
17,Afghanistan,Air Accident,04/06/2005
18,Afghanistan,Air Accident,04/06/2005
19,Afghanistan,Veh.Accident,04/23/2005
20,Afghanistan,Terrorist Action,06/01/2005
21,Afghanistan,Suicide,06/25/2005
22,Afghanistan,Terrorist Action,08/13/2008
23,Afghanistan,Drug-Related,06/13/2009
24,Afghanistan,Veh.Accident,07/04/2009
25,Afghanistan,Air Accident,05/17/2010
26,Afghanistan,Terrorist Action,05/19/2010
27,Afghanistan,Terrorist Action,06/07/2010
28,Afghanistan,Suicide,06/17/2010
29,Afghanistan,Terrorist Action,07/10/2010
30,Afghanistan,Homicide,07/20/2010
31,Afghanistan,Homicide,07/20/2010
32,Afghanistan,Terrorist Action,07/29/2010
33,Afghanistan,Terrorist Action,08/05/2010
34,Afghanistan,Terrorist Action,08/05/2010
35,Afghanistan,Terrorist Action,08/05/2010
36,Afghanistan,Terrorist Action,08/05/2010
37,Afghanistan,Terrorist Action,08/05/2010
38,Afghanistan,Terrorist Action,08/05/2010
39,Afghanistan,Terrorist Action,09/06/2010
40,Afghanistan,Terrorist Action,09/06/2010
41,Afghanistan,Terrorist Action,09/06/2010
42,Afghanistan,Terrorist Action,09/06/2010
43,Afghanistan,Terrorist Action,09/07/2010
44,Afghanistan,Terrorist Action,02/07/2011
45,Afghanistan,Terrorist Action,04/27/2011
46,Afghanistan,Terrorist Action,04/28/2011
47,Afghanistan,Terrorist Action,06/04/2011
48,Afghanistan,Homicide,07/09/2011
49,Afghanistan,Terrorist Action,07/27/2011
50,Afghanistan,Veh.Accident,07/30/2011
51,Afghanistan,Terrorist Action,09/05/2011
52,Afghanistan,Homicide,09/25/2011
53,Afghanistan,Terrorist Action,10/29/2011
54,Afghanistan,Terrorist Action,10/29/2011
55,Afghanistan,Terrorist Action,10/29/2011
56,Afghanistan,Terrorist Action,10/29/2011
57,Afghanistan,Terrorist Action,10/29/2011
58,Afghanistan,Terrorist Action,10/29/2011
59,Afghanistan,Terrorist Action,10/29/2011
60,Afghanistan,Terrorist Action,12/06/2011
61,Afghanistan,Terrorist Action,12/11/2011
62,Afghanistan,Air Accident,01/16/2012
63,Afghanistan,Air Accident,01/16/2012
64,Afghanistan,Air Accident,01/16/2012
65,Afghanistan,Terrorist Action,04/16/2012
66,Afghanistan,Suicide,04/18/2012
67,Afghanistan,Terrorist Action,05/05/2012
68,Afghanistan,Terrorist Action,06/01/2012
69,Afghanistan,Terrorist Action,06/19/2012
70,Afghanistan,Terrorist Action,07/22/2012
71,Afghanistan,Terrorist Action,07/22/2012
72,Afghanistan,Homicide,07/23/2012
73,Afghanistan,Terrorist Action,08/07/2012
74,Afghanistan,Homicide,08/08/2012
75,Afghanistan,Terrorist Action,08/08/2012
76,Afghanistan,Terrorist Action,09/29/2012
77,Afghanistan,Homicide,10/13/2012
78,Afghanistan,Terrorist Action,12/24/2012
79,Afghanistan,Terrorist Action,03/08/2013
80,Afghanistan,Terrorist Action,04/06/2013
81,Afghanistan,Terrorist Action,04/06/2013
82,Afghanistan,Air Accident,04/29/2013
83,Afghanistan,Air Accident,04/29/2013
84,Afghanistan,Air Accident,04/29/2013
85,Afghanistan,Air Accident,04/29/2013
86,Afghanistan,Air Accident,04/29/2013
87,Afghanistan,Air Accident,04/29/2013
88,Afghanistan,Air Accident,04/29/2013
89,Afghanistan,Terrorist Action,05/16/2013
90,Afghanistan,Terrorist Action,05/16/2013
91,Afghanistan,Terrorist Action,05/16/2013
92,Afghanistan,Terrorist Action,05/16/2013
93,Afghanistan,Veh.Accident,05/18/2013
94,Afghanistan,Terrorist Action,06/08/2013
95,Afghanistan,Terrorist Action,07/02/2013
96,Afghanistan,Other Accident,07/28/2013
97,Afghanistan,Suicide,08/14/2013
98,Afghanistan,Terrorist Action,08/21/2013
99,Afghanistan,Terrorist Action,11/29/2013
100,Afghanistan,Terrorist Action,11/29/2013
101,Afghanistan,Homicide,12/26/2013
102,Australia,Drowning,10/08/2002
103,Australia,Drowning,11/05/2002
104,Australia,Veh.Accident,11/12/2002
105,Australia,Drowning,12/09/2002
106,Australia,Veh.Accident,01/01/2003
107,Australia,Veh.Accident,03/21/2003
108,Australia,Drug-Related,05/10/2003
109,Australia,Drowning,05/31/2003
110,Australia,Drowning,06/12/2003
111,Australia,Drowning,06/15/2003
112,Australia,Veh.Accident,07/17/2003
113,Australia,Drug-Related,07/25/2003
114,Australia,Drowning,07/26/2003
115,Australia,Veh.Accident,08/13/2003
116,Australia,Suicide,09/27/2003
117,Australia,Veh.Accident,10/12/2003
118,Australia,Veh.Accident,10/17/2003
119,Australia,Drowning,10/22/2003
120,Australia,Veh.Accident,11/03/2003
121,Australia,Veh.Accident,11/03/2003
122,Australia,Veh.Accident,11/07/2003
123,Australia,Veh.Accident,11/07/2003
124,Australia,Drug-Related,12/11/2003
125,Australia,Veh.Accident,12/27/2003
126,Australia,Suicide,01/13/2004
127,Australia,Suicide,01/17/2004
128,Australia,Suicide,01/20/2004
129,Australia,Suicide,02/07/2004
130,Australia,Veh.Accident,02/14/2004
131,Australia,Drug-Related,03/05/2004
132,Australia,Other Accident,05/08/2004
133,Australia,Homicide,06/13/2004
134,Australia,Drowning,06/16/2004
135,Australia,Veh.Accident,06/16/2004
136,Australia,Suicide,06/28/2004
137,Australia,Veh.Accident,09/02/2004
138,Australia,Drowning,09/11/2004
139,Australia,Suicide,09/25/2004
140,Australia,Veh.Accident,11/12/2004
141,Australia,Other Accident,11/14/2004
142,Australia,Drowning,11/24/2004
143,Australia,Veh.Accident,12/01/2004
144,Australia,Drug-Related,12/03/2004
145,Australia,Suicide,12/10/2004
146,Australia,Suicide,02/15/2005
147,Australia,Veh.Accident,03/16/2005
148,Australia,Veh.Accident,04/10/2005
149,Australia,Veh.Accident,04/12/2005
150,Australia,Veh.Accident,06/27/2005
151,Australia,Veh.Accident,06/27/2005
152,Australia,Veh.Accident,06/27/2005
153,Australia,Suicide,07/05/2005
154,Australia,Suicide,09/11/2005
155,Australia,Other Accident,10/30/2005
156,Australia,Veh.Accident,01/13/2006
157,Australia,Maritime Accident,02/20/2006
158,Australia,Drowning,03/03/2006
159,Australia,Suicide,09/19/2006
160,Australia,Veh.Accident,09/29/2006
161,Australia,Other Accident,10/23/2006
162,Australia,Homicide,02/09/2007
163,Australia,Suicide,02/18/2007
164,Australia,Veh.Accident,02/18/2007
165,Australia,Veh.Accident,02/19/2007
166,Australia,Suicide,03/01/2007
167,Australia,Suicide,09/01/2007
168,Australia,Suicide,09/10/2007
169,Australia,Suicide,09/23/2007
170,Australia,Drowning,11/12/2007
171,Australia,Other Accident,02/11/2008
172,Australia,Suicide,10/31/2008
173,Australia,Suicide,12/04/2008
174,Australia,Disaster,02/07/2009
175,Australia,Suicide,04/10/2009
176,Australia,Drowning,06/06/2009
177,Australia,Other Accident,06/15/2009
178,Australia,Drowning,07/08/2009
179,Australia,Air Accident,08/18/2009
180,Australia,Suicide,12/02/2009
181,Australia,Veh.Accident,12/04/2009
182,Australia,Suicide,12/16/2009
183,Australia,Homicide,01/22/2010
184,Australia,Veh.Accident,02/12/2010
185,Australia,Suicide,03/21/2010
186,Australia,Disaster,04/04/2010
187,Australia,Veh.Accident,05/06/2010
188,Australia,Veh.Accident,05/12/2010
189,Australia,Drowning,05/13/2010
190,Australia,Other Accident,07/30/2010
191,Australia,Veh.Accident,08/01/2010
192,Australia,Veh.Accident,10/20/2010
193,Australia,Suicide,11/03/2010
194,Australia,Drowning,12/10/2010
195,Australia,Other Accident,04/05/2011
196,Australia,Suicide,07/05/2011
197,Australia,Homicide,08/04/2011
198,Australia,Maritime Accident,10/22/2011
199,Australia,Suicide,11/09/2011
200,Australia,Suicide,01/12/2012
201,Australia,Air Accident,02/04/2012
202,Australia,Drowning,02/09/2012
203,Australia,Drug-Related,08/18/2012
204,Australia,Other Accident,08/22/2012
205,Australia,Veh.Accident,08/26/2012
206,Australia,Drowning,12/08/2012
207,Australia,Veh.Accident,01/11/2013
208,Australia,Veh.Accident,01/21/2013
209,Australia,Homicide,02/23/2013
210,Australia,Drowning,03/01/2013
211,Australia,Other Accident,03/16/2013
212,Australia,Suicide,03/16/2013
213,Australia,Suicide,04/20/2013
214,Australia,Veh.Accident,04/26/2013
215,Australia,Veh.Accident,08/26/2013
216,Australia,Drowning,10/07/2013
217,Australia,Suicide,10/20/2013
218,Australia,Other Accident,12/14/2013
219,Australia,Suicide,12/22/2013
220,The Bahamas,Drowning,11/17/2002
221,The Bahamas,Drowning,01/01/2003
222,The Bahamas,Drowning,01/21/2003
223,The Bahamas,Drowning,03/25/2003
224,The Bahamas,Maritime Accident,05/31/2003
225,The Bahamas,Air Accident,07/18/2003
226,The Bahamas,Drowning,08/15/2003
227,The Bahamas,Maritime Accident,08/29/2003
228,The Bahamas,Drowning,12/10/2003
229,The Bahamas,Drowning,01/03/2004
230,The Bahamas,Veh.Accident,01/23/2004
231,The Bahamas,Air Accident,05/27/2004
232,The Bahamas,Air Accident,05/27/2004
233,The Bahamas,Drowning,05/28/2004
234,The Bahamas,Drowning,06/15/2004
235,The Bahamas,Drowning,08/01/2004
236,The Bahamas,Homicide,10/19/2004
237,The Bahamas,Drowning,10/29/2004
238,The Bahamas,Maritime Accident,11/23/2004
239,The Bahamas,Other Accident,01/09/2005
240,The Bahamas,Suicide,02/09/2005
241,The Bahamas,Drowning,03/03/2005
242,The Bahamas,Drowning,03/03/2005
243,The Bahamas,Drowning,03/25/2005
244,The Bahamas,Other Accident,05/30/2005
245,The Bahamas,Other Accident,06/05/2005
246,The Bahamas,Drowning,06/09/2005
247,The Bahamas,Drowning,06/22/2005
248,The Bahamas,Drowning,07/05/2005
249,The Bahamas,Veh.Accident,07/11/2005
250,The Bahamas,Veh.Accident,08/18/2005
251,The Bahamas,Homicide,08/23/2005
252,The Bahamas,Air Accident,09/08/2005
253,The Bahamas,Other Accident,02/20/2006
254,The Bahamas,Veh.Accident,03/24/2006
255,The Bahamas,Veh.Accident,03/25/2006
256,The Bahamas,Other Accident,05/03/2006
257,The Bahamas,Drowning,05/28/2006
258,The Bahamas,Other Accident,06/29/2006
259,The Bahamas,Suicide,07/17/2006
260,The Bahamas,Suicide,08/19/2006
261,The Bahamas,Drowning,10/05/2006
262,The Bahamas,Drowning,03/05/2007
263,The Bahamas,Veh.Accident,03/12/2007
264,The Bahamas,Air Accident,04/10/2007
265,The Bahamas,Air Accident,04/10/2007
266,The Bahamas,Drowning,04/10/2007
267,The Bahamas,Maritime Accident,05/06/2007
268,The Bahamas,Veh.Accident,11/03/2007
269,The Bahamas,Veh.Accident,11/04/2007
270,The Bahamas,Drowning,11/20/2007
271,The Bahamas,Drowning,01/14/2008
272,The Bahamas,Veh.Accident,02/18/2008
273,The Bahamas,Air Accident,03/24/2008
274,The Bahamas,Air Accident,03/24/2008
275,The Bahamas,Suicide,06/27/2008
276,The Bahamas,Drowning,10/27/2008
277,The Bahamas,Veh.Accident,12/27/2008
278,The Bahamas,Homicide,08/07/2009
279,The Bahamas,Drowning,08/12/2009
280,The Bahamas,Other Accident,11/11/2009
281,The Bahamas,Air Accident,12/12/2009
282,The Bahamas,Air Accident,12/17/2009
283,The Bahamas,Air Accident,12/17/2009
284,The Bahamas,Air Accident,01/17/2010
285,The Bahamas,Air Accident,01/17/2010
286,The Bahamas,Veh.Accident,01/17/2010
287,The Bahamas,Drowning,01/26/2010
288,The Bahamas,Drowning,03/17/2010
289,The Bahamas,Drowning,04/03/2010
290,The Bahamas,Drowning,04/17/2010
291,The Bahamas,Drowning,04/24/2010
292,The Bahamas,Drowning,04/30/2010
293,The Bahamas,Drowning,05/05/2010
294,The Bahamas,Drowning,05/09/2010
295,The Bahamas,Drowning,06/10/2010
296,The Bahamas,Drowning,07/28/2010
297,The Bahamas,Air Accident,08/16/2010
298,The Bahamas,Drowning,12/14/2010
299,The Bahamas,Drowning,12/24/2010
300,The Bahamas,Drowning,12/29/2010
301,The Bahamas,Drowning,04/04/2011
302,The Bahamas,Maritime Accident,05/01/2011
303,The Bahamas,Drowning,05/06/2011
304,The Bahamas,Maritime Accident,06/07/2011
305,The Bahamas,Drowning,06/16/2011
306,The Bahamas,Drowning,08/17/2011
307,The Bahamas,Drowning,11/07/2011
308,The Bahamas,Veh.Accident,12/07/2011
309,The Bahamas,Suicide,12/18/2011
310,The Bahamas,Homicide,12/28/2011
311,The Bahamas,Other Accident,01/09/2012
312,The Bahamas,Drowning,01/28/2012
313,The Bahamas,Air Accident,03/24/2012
314,The Bahamas,Air Accident,03/25/2012
315,The Bahamas,Air Accident,03/25/2012
316,The Bahamas,Air Accident,03/25/2012
317,The Bahamas,Drowning,04/07/2012
318,The Bahamas,Drowning,05/15/2012
319,The Bahamas,Drowning,06/17/2012
320,The Bahamas,Drowning,06/21/2012
321,The Bahamas,Suicide,07/05/2012
322,The Bahamas,Drowning,07/08/2012
323,The Bahamas,Suicide,09/08/2012
324,The Bahamas,Drowning,06/17/2013
325,The Bahamas,Drowning,06/23/2013
326,The Bahamas,Drowning,07/11/2013
327,The Bahamas,Air Accident,11/06/2013
328,The Bahamas,Air Accident,11/10/2013
329,The Bahamas,Air Accident,11/10/2013
330,The Bahamas,Air Accident,11/10/2013
331,The Bahamas,Drowning,11/10/2013
332,The Bahamas,Veh.Accident,11/17/2013
333,Canada,Natural Disaster,03/05/2017
334,Canada,Natural Disaster,11/24/2002
335,Canada,Veh.Accident,11/25/2002
336,Canada,Veh.Accident,11/26/2002
337,Canada,Suicide,11/26/2002
338,Canada,Veh.Accident,12/25/2002
339,Canada,Other Accident,01/11/2003
340,Canada,Other Accident,01/20/2003
341,Canada,Other Accident,01/20/2003
342,Canada,Other Accident,01/20/2003
343,Canada,Other Accident,01/20/2003
344,Canada,Natural Disaster,03/15/2003
345,Canada,Natural Disaster,03/17/2003
346,Canada,Veh.Accident,03/17/2003
347,Canada,Drowning,05/16/2003
348,Canada,Veh.Accident,05/17/2003
349,Canada,Air Accident,05/19/2003
350,Canada,Air Accident,06/18/2003
351,Canada,Veh.Accident,06/18/2003
352,Canada,Drowning,06/18/2003
353,Canada,Other Accident,06/27/2003
354,Canada,Veh.Accident,07/03/2003
355,Canada,Veh.Accident,07/14/2003
356,Canada,Veh.Accident,07/14/2003
357,Canada,Veh.Accident,07/22/2003
358,Canada,Drowning,07/26/2003
359,Canada,Suicide,07/31/2003
360,Canada,Air Accident,08/18/2003
361,Canada,Suicide,09/17/2003
362,Canada,Natural Disaster,01/04/2004
363,Canada,Natural Disaster,01/08/2004
364,Canada,Other Accident,02/02/2004
365,Canada,Natural Disaster,02/11/2004
366,Canada,Natural Disaster,02/13/2004
367,Canada,Natural Disaster,02/13/2004
368,Canada,Other Accident,02/13/2004
369,Canada,Homicide,04/09/2004
370,Canada,Suicide,04/11/2004
371,Canada,Air Accident,04/19/2004
372,Canada,Air Accident,05/20/2004
373,Canada,Air Accident,05/20/2004
374,Canada,Veh.Accident,05/20/2004
375,Canada,Other Accident,05/30/2004
376,Canada,Veh.Accident,07/09/2004
377,Canada,Homicide,09/03/2004
378,Canada,Homicide,09/29/2004
379,Canada,Suicide,09/29/2004
380,Canada,Other Accident,09/29/2004
381,Canada,Other Accident,11/05/2004
382,Canada,Veh.Accident,01/24/2005
383,Canada,Veh.Accident,02/02/2005
384,Canada,Veh.Accident,02/09/2005
385,Canada,Other Accident,02/09/2005
386,Canada,Other Accident,05/19/2005
387,Canada,Veh.Accident,05/25/2005
388,Canada,Air Accident,07/08/2005
389,Canada,Other Accident,07/10/2005
390,Canada,Air Accident,07/31/2005
391,Canada,Other Accident,08/09/2005
392,Canada,Other Accident,08/23/2005
393,Canada,Other Accident,08/23/2005
394,Canada,Other Accident,09/14/2005
395,Canada,Other Accident,09/14/2005
396,Canada,Veh.Accident,09/14/2005
397,Canada,Drug-Related,10/01/2005
398,Canada,Other Accident,10/23/2005
399,Canada,Suicide,12/04/2005
400,Canada,Veh.Accident,04/24/2006
401,Canada,Other Accident,04/29/2006
402,Canada,Veh.Accident,07/08/2006
403,Canada,Drowning,08/02/2006
404,Canada,Homicide,08/14/2006
405,Canada,Drowning,11/04/2006
406,Canada,Drowning,03/09/2007
407,Canada,Suicide,07/03/2007
408,Canada,Drowning,07/29/2007
409,Canada,Homicide,08/13/2007
410,Canada,Veh.Accident,09/23/2007
411,Canada,Suicide,11/25/2007
412,Canada,Veh.Accident,12/09/2007
413,Canada,Veh.Accident,12/12/2007
414,Canada,Drowning,05/07/2008
415,Canada,Drowning,05/24/2008
416,Canada,Drowning,07/26/2008
417,Canada,Other Accident,09/13/2008
418,Canada,Veh.Accident,10/22/2008
419,Canada,Veh.Accident,03/12/2009
420,Canada,Veh.Accident,03/12/2009
421,Canada,Suicide,03/12/2009
422,Canada,Veh.Accident,04/23/2009
423,Canada,Veh.Accident,07/09/2009
424,Canada,Veh.Accident,07/16/2009
425,Canada,Veh.Accident,07/16/2009
426,Canada,Other Accident,07/19/2009
427,Canada,Suicide,07/27/2009
428,Canada,Suicide,07/28/2009
429,Canada,Air Accident,08/03/2009
430,Canada,Maritime Accident,08/04/2009
431,Canada,Drowning,08/09/2009
432,Canada,Drug-Related,08/13/2009
433,Canada,Drowning,08/14/2009
434,Canada,Suicide,08/27/2009
435,Canada,Drowning,09/16/2009
436,Canada,Air Accident,10/09/2009
437,Canada,Suicide,11/29/2009
438,Canada,Suicide,03/21/2010
439,Canada,Veh.Accident,06/01/2010
440,Canada,Veh.Accident,06/19/2010
441,Canada,Drowning,06/19/2010
442,Canada,Drug-Related,07/03/2010
443,Canada,Veh.Accident,07/09/2010
444,Canada,Other Accident,07/11/2010
445,Canada,Veh.Accident,07/11/2010
446,Canada,Veh.Accident,07/28/2010
447,Canada,Veh.Accident,08/14/2010
448,Canada,Drowning,08/19/2010
449,Canada,Veh.Accident,08/28/2010
450,Canada,Veh.Accident,10/07/2010
451,Canada,Suicide,10/20/2010
452,Canada,Other Accident,11/07/2010
453,Canada,Suicide,02/04/2011
454,Canada,Suicide,02/17/2011
455,Canada,Other Accident,02/24/2011
456,Canada,Drowning,04/01/2011
457,Canada,Suicide,05/25/2011
458,Canada,Veh.Accident,07/04/2011
459,Canada,Other Accident,07/18/2011
460,Canada,Veh.Accident,07/20/2011
461,Canada,Veh.Accident,07/22/2011
462,Canada,Veh.Accident,07/22/2011
463,Canada,Veh.Accident,07/22/2011
464,Canada,Veh.Accident,07/22/2011
465,Canada,Air Accident,08/16/2011
466,Canada,Drowning,08/29/2011
467,Canada,Other Accident,09/20/2011
468,Canada,Other Accident,01/06/2012
469,Canada,Other Accident,03/21/2012
470,Canada,Veh.Accident,05/04/2012
471,Canada,Drowning,06/01/2012
472,Canada,Suicide,08/13/2012
473,Canada,Drowning,09/01/2012
474,Canada,Other Accident,09/02/2012
475,Canada,Drowning,09/23/2012
476,Canada,Suicide,09/26/2012
477,Canada,Veh.Accident,10/16/2012
478,Canada,Other Accident,01/06/2013
479,Canada,Homicide,01/07/2013
480,Canada,Other Accident,01/12/2013
481,Canada,Veh.Accident,02/04/2013
482,Canada,Other Accident,02/19/2013
483,Canada,Air Accident,03/25/2013
484,Canada,Suicide,04/13/2013
485,Canada,Veh.Accident,05/10/2013
486,Canada,Other Accident,06/07/2013
487,Canada,Veh.Accident,06/10/2013
488,Canada,Suicide,06/20/2013
489,Canada,Veh.Accident,07/04/2013
490,Canada,Drowning,07/07/2013
491,Canada,Other Accident,08/20/2013
492,Canada,Other Accident,09/05/2013
493,Canada,Maritime Accident,09/09/2013
494,Canada,Maritime Accident,10/11/2013
495,Canada,Suicide,10/11/2013
496,Canada,Veh.Accident,10/25/2013
497,China,Other Accident,01/25/2018
498,China,Veh.Accident,11/24/2002
499,China,Other Accident,12/04/2002
500,China,Veh.Accident,03/29/2003
501,China,Drug-Related,04/02/2003
502,China,Suicide,04/05/2003
503,China,Natural Disaster,07/04/2003
504,China,Homicide,09/06/2003
505,China,Veh.Accident,09/14/2003
506,China,Other Accident,10/23/2003
507,China,Veh.Accident,01/22/2004
508,China,Other Accident,05/01/2004
509,China,Suicide,06/09/2004
510,China,Drowning,06/13/2004
511,China,Veh.Accident,06/14/2004
512,China,Other Accident,07/04/2004
513,China,Suicide,07/15/2004
514,China,Veh.Accident,07/21/2004
515,China,Veh.Accident,07/24/2004
516,China,Other Accident,07/24/2004
517,China,Veh.Accident,08/05/2004
518,China,Veh.Accident,04/14/2005
519,China,Veh.Accident,05/05/2005
520,China,Other Accident,05/09/2005
521,China,Veh.Accident,09/23/2005
522,China,Veh.Accident,10/21/2005
523,China,Veh.Accident,10/26/2005
524,China,Veh.Accident,11/02/2005
525,China,Suicide,11/02/2005
526,China,Suicide,11/14/2005
527,China,Drug-Related,11/18/2005
528,China,Other Accident,12/23/2005
529,China,Drug-Related,01/14/2006
530,China,Drowning,01/24/2006
531,China,Drug-Related,02/18/2006
532,China,Homicide,02/22/2006
533,China,Suicide,02/28/2006
534,China,Other Accident,03/01/2006
535,China,Other Accident,03/18/2006
536,China,Suicide,05/03/2006
537,China,Veh.Accident,05/23/2006
538,China,Other Accident,06/27/2006
539,China,Other Accident,07/25/2006
540,China,Other Accident,10/03/2006
541,China,Other Accident,10/07/2006
542,China,Suicide,10/07/2006
543,China,Suicide,10/30/2006
544,China,Other Accident,11/07/2006
545,China,Other Accident,11/21/2006
546,China,Veh.Accident,11/29/2006
547,China,Other Accident,12/19/2006
548,China,Homicide,01/14/2007
549,China,Drug-Related,03/03/2007
550,China,Drowning,03/12/2007
551,China,Veh.Accident,05/12/2007
552,China,Other Accident,05/30/2007
553,China,Drowning,06/20/2007
554,China,Drowning,07/09/2007
555,China,Other Accident,08/26/2007
556,China,Suicide,09/14/2007
557,China,Veh.Accident,10/05/2007
558,China,Drug-Related,10/29/2007
559,China,Veh.Accident,11/09/2007
560,China,Suicide,11/30/2007
561,China,Drowning,12/24/2007
562,China,Suicide,01/25/2008
563,China,Disaster,03/21/2008
564,China,Other Accident,03/28/2008
565,China,Veh.Accident,03/29/2008
566,China,Veh.Accident,05/03/2008
567,China,Homicide,05/28/2008
568,China,Veh.Accident,05/29/2008
569,China,Other Accident,07/29/2008
570,China,Homicide,08/05/2008
571,China,Other Accident,08/09/2008
572,China,Veh.Accident,11/01/2008
573,China,Drug-Related,01/14/2009
574,China,Other Accident,04/07/2009
575,China,Suicide,05/01/2009
576,China,Veh.Accident,05/20/2009
577,China,Other Accident,06/08/2009
578,China,Other Accident,06/21/2009
579,China,Veh.Accident,07/11/2009
580,China,Other Accident,07/17/2009
581,China,Other Accident,08/06/2009
582,China,Suicide,09/04/2009
583,China,Veh.Accident,10/14/2009
584,China,Veh.Accident,10/14/2009
585,China,Other Accident,10/23/2009
586,China,Drowning,10/31/2009
587,China,Air Accident,11/13/2009
588,China,Air Accident,11/28/2009
589,China,Air Accident,11/28/2009
590,China,Suicide,11/28/2009
591,China,Veh.Accident,12/02/2009
592,China,Drug-Related,12/07/2009
593,China,Disaster,12/16/2009
594,China,Veh.Accident,02/05/2010
595,China,Veh.Accident,02/22/2010
596,China,Other Accident,04/17/2010
597,China,Veh.Accident,08/08/2010
598,China,Other Accident,08/17/2010
599,China,Veh.Accident,10/27/2010
600,China,Suicide,11/12/2010
601,China,Veh.Accident,12/06/2010
602,China,Veh.Accident,12/16/2010
603,China,Veh.Accident,01/05/2011
604,China,Other Accident,01/18/2011
605,China,Veh.Accident,02/04/2011
606,China,Veh.Accident,03/19/2011
607,China,Veh.Accident,04/21/2011
608,China,Veh.Accident,07/08/2011
609,China,Veh.Accident,07/23/2011
610,China,Other Accident,07/23/2011
611,China,Other Accident,08/19/2011
612,China,Veh.Accident,10/20/2011
613,China,Suicide,11/18/2011
614,China,Suicide,02/05/2012
615,China,Suicide,02/26/2012
616,China,Homicide,03/02/2012
617,China,Homicide,03/24/2012
618,China,Veh.Accident,05/03/2012
619,China,Suicide,05/13/2012
620,China,Other Accident,05/15/2012
621,China,Suicide,05/18/2012
622,China,Veh.Accident,05/30/2012
623,China,Other Accident,06/06/2012
624,China,Homicide,06/25/2012
625,China,Other Accident,07/11/2012
626,China,Other Accident,08/10/2012
627,China,Other Accident,09/01/2012
628,China,Drowning,09/29/2012
629,China,Veh.Accident,10/28/2012
630,China,Drowning,11/21/2012
631,China,Other Accident,01/07/2013
632,China,Veh.Accident,01/17/2013
633,China,Veh.Accident,02/07/2013
634,China,Suicide,02/08/2013
635,China,Air Accident,02/25/2013
636,China,Suicide,03/27/2013
637,China,Veh.Accident,04/11/2013
638,China,Homicide,04/29/2013
639,China,Veh.Accident,06/24/2013
640,China,Homicide,07/03/2013
641,China,Suicide,07/17/2013
642,China,Suicide,07/22/2013
643,China,Veh.Accident,07/23/2013
644,China,Other Accident,07/27/2013
645,China,Veh.Accident,08/16/2013
646,China,Veh.Accident,08/29/2013
647,China,Drowning,09/08/2013
648,China,Suicide,09/17/2013
649,China,Other Accident,09/18/2013
650,China,Other Accident,09/28/2013
651,China,Veh.Accident,10/25/2013
652,China,Veh.Accident,10/28/2013
653,China,Veh.Accident,10/28/2013
654,Costa Rica,Suicide,03/27/2017
655,Costa Rica,Suicide,10/07/2002
656,Costa Rica,Suicide,11/16/2002
657,Costa Rica,Veh.Accident,12/07/2002
658,Costa Rica,Homicide,12/27/2002
659,Costa Rica,Veh.Accident,01/04/2003
660,Costa Rica,Drug-Related,01/15/2003
661,Costa Rica,Homicide,01/19/2003
662,Costa Rica,Veh.Accident,01/23/2003
663,Costa Rica,Natural Disaster,02/10/2003
664,Costa Rica,Drowning,02/16/2003
665,Costa Rica,Veh.Accident,02/28/2003
666,Costa Rica,Other Accident,03/19/2003
667,Costa Rica,Drowning,03/22/2003
668,Costa Rica,Other Accident,04/12/2003
669,Costa Rica,Veh.Accident,05/16/2003
670,Costa Rica,Suicide,05/31/2003
671,Costa Rica,Suicide,06/09/2003
672,Costa Rica,Other Accident,06/24/2003
673,Costa Rica,Suicide,07/01/2003
674,Costa Rica,Air Accident,07/08/2003
675,Costa Rica,Air Accident,07/10/2003
676,Costa Rica,Other Accident,07/10/2003
677,Costa Rica,Veh.Accident,07/25/2003
678,Costa Rica,Homicide,08/16/2003
679,Costa Rica,Drowning,08/25/2003
680,Costa Rica,Drug-Related,09/10/2003
681,Costa Rica,Homicide,10/03/2003
682,Costa Rica,Drowning,10/27/2003
683,Costa Rica,Drowning,11/17/2003
684,Costa Rica,Drug-Related,11/21/2003
685,Costa Rica,Veh.Accident,12/08/2003
686,Costa Rica,Suicide,12/17/2003
687,Costa Rica,Veh.Accident,12/23/2003
688,Costa Rica,Suicide,02/06/2004
689,Costa Rica,Other Accident,03/17/2004
690,Costa Rica,Other Accident,03/19/2004
691,Costa Rica,Veh.Accident,03/27/2004
692,Costa Rica,Other Accident,04/15/2004
693,Costa Rica,Drowning,04/19/2004
694,Costa Rica,Veh.Accident,06/05/2004
695,Costa Rica,Homicide,06/14/2004
696,Costa Rica,Maritime Accident,06/26/2004
